OBJECTID,Name,Address,Average_Score,Date,Inspection_Score,FacilityID,ZipCode,Latitude,Longitude,Month,Day,Year,,,Date2
6301,Denny's #686,"7100 N IH
AUSTIN, TX 78752
",84.4,"Thursday, November 16, 2017",85,2800171,78752,30.33248849,-97.70524608,11,16,2017,,,11/16/2017
6302,Denny's #686,"7100 N IH
AUSTIN, TX 78752
",84.4,"Friday, October 5, 2018",91,2800171,78752,30.33248849,-97.70524608,10,5,2018,,,10/5/2018
6303,Denny's #7356,"1601 N IH
AUSTIN, TX 78702
",91.5,"Wednesday, April 20, 2016",93,10785679,78702,30.27658675,-97.72972258,4,20,2016,,,4/20/2016
6304,Denny's #7356,"1601 N IH
AUSTIN, TX 78702
",91.5,"Monday, September 25, 2017",88,10785679,78702,30.27658675,-97.72972258,9,25,2017,,,9/25/2017
6305,Denny's #7356,"1601 N IH
AUSTIN, TX 78702
",91.5,"Tuesday, April 4, 2017",92,10785679,78702,30.27658675,-97.72972258,4,4,2017,,,4/4/2017
6306,Denny's #7356,"1601 N IH
AUSTIN, TX 78702
",91.5,"Friday, March 16, 2018",91,10785679,78702,30.27658675,-97.72972258,3,16,2018,,,3/16/2018
6307,Denny's #7356,"1601 N IH
AUSTIN, TX 78702
",91.5,"Tuesday, October 18, 2016",91,10785679,78702,30.27658675,-97.72972258,10,18,2016,,,10/18/2016
6308,Denny's #7356,"1601 N IH
AUSTIN, TX 78702
",91.5,"Thursday, August 23, 2018",94,10785679,78702,30.27658675,-97.72972258,8,23,2018,,,8/23/2018
6309,DeSano Pizzeria Napoletana,"8000 BURNET RD
AUSTIN, TX 78757
",93.5,"Wednesday, August 2, 2017",93,11615523,78757,30.35854988,-97.73076569,8,2,2017,,,8/2/2017
6310,DeSano Pizzeria Napoletana,"8000 BURNET RD
AUSTIN, TX 78757
",93.5,"Thursday, February 8, 2018",87,11615523,78757,30.35854988,-97.73076569,2,8,2018,,,2/8/2018
6311,DeSano Pizzeria Napoletana,"8000 BURNET RD
AUSTIN, TX 78757
",93.5,"Thursday, March 15, 2018",97,11615523,78757,30.35854988,-97.73076569,3,15,2018,,,3/15/2018
6312,DeSano Pizzeria Napoletana,"8000 BURNET RD
AUSTIN, TX 78757
",93.5,"Thursday, September 20, 2018",97,11615523,78757,30.35854988,-97.73076569,9,20,2018,,,9/20/2018
6313,Desi Meat Market,"4404 W WILLIAM CANNON DR
AUSTIN, TX 78749
",90,"Wednesday, April 25, 2018",90,11745984,78749,30.22362812,-97.83951594,4,25,2018,,,4/25/2018
6314,Dessau Elementary,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
",93.3,"Wednesday, January 6, 2016",87,2800675,78754,30.40158871,-97.64373259,1,6,2016,,,1/6/2016
6315,Dessau Elementary,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
",93.3,"Monday, January 29, 2018",94,2800675,78754,30.40158871,-97.64373259,1,29,2018,,,1/29/2018
6316,Dessau Elementary,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
",93.3,"Thursday, April 27, 2017",96,2800675,78754,30.40158871,-97.64373259,4,27,2017,,,4/27/2017
6317,Dessau Elementary,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
",93.3,"Thursday, August 31, 2017",95,2800675,78754,30.40158871,-97.64373259,8,31,2017,,,8/31/2017
6318,Dessau Elementary,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
",93.3,"Thursday, September 15, 2016",92,2800675,78754,30.40158871,-97.64373259,9,15,2016,,,9/15/2016
6319,Dessau Elementary,"1501 DESSAU RIDGE LN
AUSTIN, TX 78754
",93.3,"Wednesday, August 22, 2018",96,2800675,78754,30.40158871,-97.64373259,8,22,2018,,,8/22/2018
6320,Dessau Food Mart,"9411 DESSAU RD
AUSTIN, TX 78754
",94.7,"Monday, May 23, 2016",99,2803479,78754,30.35186087,-97.67491371,5,23,2016,,,5/23/2016
6321,Dessau Food Mart,"9411 DESSAU RD
AUSTIN, TX 78754
",94.7,"Wednesday, February 3, 2016",96,2803479,78754,30.35186087,-97.67491371,2,3,2016,,,2/3/2016
6322,Dessau Food Mart,"9411 DESSAU RD
AUSTIN, TX 78754
",94.7,"Friday, January 26, 2018",94,2803479,78754,30.35186087,-97.67491371,1,26,2018,,,1/26/2018
6323,Dessau Food Mart,"9411 DESSAU RD
AUSTIN, TX 78754
",94.7,"Wednesday, July 11, 2018",96,2803479,78754,30.35186087,-97.67491371,7,11,2018,,,7/11/2018
6324,Dessau Food Mart,"9411 DESSAU RD
AUSTIN, TX 78754
",94.7,"Tuesday, August 22, 2017",91,2803479,78754,30.35186087,-97.67491371,8,22,2017,,,8/22/2017
6325,Dessau Food Mart,"9411 DESSAU RD
AUSTIN, TX 78754
",94.7,"Thursday, December 15, 2016",92,2803479,78754,30.35186087,-97.67491371,12,15,2016,,,12/15/2016
6326,Dessau Grocery,"9406 DESSAU RD
AUSTIN, TX 78754
",94.2,"Wednesday, July 11, 2018",97,10821246,78754,30.35124023,-97.67595375,7,11,2018,,,7/11/2018
6327,Dessau Grocery,"9406 DESSAU RD
AUSTIN, TX 78754
",94.2,"Friday, January 26, 2018",97,10821246,78754,30.35124023,-97.67595375,1,26,2018,,,1/26/2018
6328,Dessau Grocery,"9406 DESSAU RD
AUSTIN, TX 78754
",94.2,"Tuesday, May 31, 2016",93,10821246,78754,30.35124023,-97.67595375,5,31,2016,,,5/31/2016
6329,Dessau Grocery,"9406 DESSAU RD
AUSTIN, TX 78754
",94.2,"Friday, December 30, 2016",90,10821246,78754,30.35124023,-97.67595375,12,30,2016,,,12/30/2016
6330,Dessau Grocery,"9406 DESSAU RD
AUSTIN, TX 78754
",94.2,"Tuesday, August 22, 2017",94,10821246,78754,30.35124023,-97.67595375,8,22,2017,,,8/22/2017
6331,Dessau Grocery,"9406 DESSAU RD
AUSTIN, TX 78754
",94.2,"Monday, November 9, 2015",94,10821246,78754,30.35124023,-97.67595375,11,9,2015,,,11/9/2015
6332,Dessau Middle School,"12900 DESSAU RD
AUSTIN, TX 78754
",93.2,"Tuesday, January 30, 2018",97,2801702,78754,30.39918527,-97.64410738,1,30,2018,,,1/30/2018
6333,Dessau Middle School,"12900 DESSAU RD
AUSTIN, TX 78754
",93.2,"Tuesday, February 2, 2016",98,2801702,78754,30.39918527,-97.64410738,2,2,2016,,,2/2/2016
6334,Dessau Middle School,"12900 DESSAU RD
AUSTIN, TX 78754
",93.2,"Thursday, October 13, 2016",89,2801702,78754,30.39918527,-97.64410738,10,13,2016,,,10/13/2016
6335,Dessau Middle School,"12900 DESSAU RD
AUSTIN, TX 78754
",93.2,"Wednesday, September 6, 2017",89,2801702,78754,30.39918527,-97.64410738,9,6,2017,,,9/6/2017
6336,Dessau Middle School,"12900 DESSAU RD
AUSTIN, TX 78754
",93.2,"Monday, May 15, 2017",90,2801702,78754,30.39918527,-97.64410738,5,15,2017,,,5/15/2017
6337,Dessau Middle School,"12900 DESSAU RD
AUSTIN, TX 78754
",93.2,"Wednesday, August 22, 2018",96,2801702,78754,30.39918527,-97.64410738,8,22,2018,,,8/22/2018
6338,Dessau Mini Mart,"12915 DESSAU RD
AUSTIN, TX 78754
",94.2,"Monday, July 2, 2018",94,10557944,78754,30.39747704,-97.64164375,7,2,2018,,,7/2/2018
6339,Dessau Mini Mart,"12915 DESSAU RD
AUSTIN, TX 78754
",94.2,"Wednesday, December 27, 2017",95,10557944,78754,30.39747704,-97.64164375,12,27,2017,,,12/27/2017
6340,Dessau Mini Mart,"12915 DESSAU RD
AUSTIN, TX 78754
",94.2,"Wednesday, July 27, 2016",89,10557944,78754,30.39747704,-97.64164375,7,27,2016,,,7/27/2016
6341,Dessau Mini Mart,"12915 DESSAU RD
AUSTIN, TX 78754
",94.2,"Monday, January 11, 2016",94,10557944,78754,30.39747704,-97.64164375,1,11,2016,,,1/11/2016
6342,Dessau Mini Mart,"12915 DESSAU RD
AUSTIN, TX 78754
",94.2,"Wednesday, January 18, 2017",97,10557944,78754,30.39747704,-97.64164375,1,18,2017,,,1/18/2017
6343,Dessau Mini Mart,"12915 DESSAU RD
AUSTIN, TX 78754
",94.2,"Monday, July 10, 2017",96,10557944,78754,30.39747704,-97.64164375,7,10,2017,,,7/10/2017
6344,Detour,"6705 W US 290 HWY
AUSTIN, TX 78749
",96.7,"Friday, June 30, 2017",96,2802552,78749,30.23317245,-97.86562661,6,30,2017,,,6/30/2017
6345,Detour,"6705 W US 290 HWY
AUSTIN, TX 78749
",96.7,"Wednesday, December 6, 2017",95,2802552,78749,30.23317245,-97.86562661,12,6,2017,,,12/6/2017
6346,Detour,"6705 W US 290 HWY
AUSTIN, TX 78749
",96.7,"Thursday, July 26, 2018",98,2802552,78749,30.23317245,-97.86562661,7,26,2018,,,7/26/2018
6347,Detour,"6705 W US 290 HWY
AUSTIN, TX 78749
",96.7,"Friday, July 1, 2016",98,2802552,78749,30.23317245,-97.86562661,7,1,2016,,,7/1/2016
6348,Detour,"6705 W US 290 HWY
AUSTIN, TX 78749
",96.7,"Monday, November 16, 2015",95,2802552,78749,30.23317245,-97.86562661,11,16,2015,,,11/16/2015
6349,Detour,"6705 W US 290 HWY
AUSTIN, TX 78749
",96.7,"Thursday, December 29, 2016",98,2802552,78749,30.23317245,-97.86562661,12,29,2016,,,12/29/2016
6350,Detour Domain,"11101 BURNET RD
AUSTIN, TX 78758
",93.3,"Monday, August 22, 2016",94,10388239,78758,30.3954579,-97.71944456,8,22,2016,,,8/22/2016
6351,Detour Domain,"11101 BURNET RD
AUSTIN, TX 78758
",93.3,"Thursday, July 27, 2017",100,10388239,78758,30.3954579,-97.71944456,7,27,2017,,,7/27/2017
6352,Detour Domain,"11101 BURNET RD
AUSTIN, TX 78758
",93.3,"Friday, January 19, 2018",87,10388239,78758,30.3954579,-97.71944456,1,19,2018,,,1/19/2018
6353,Detour Domain,"11101 BURNET RD
AUSTIN, TX 78758
",93.3,"Tuesday, March 8, 2016",92,10388239,78758,30.3954579,-97.71944456,3,8,2016,,,3/8/2016
6354,Detour Domain,"11101 BURNET RD
AUSTIN, TX 78758
",93.3,"Friday, February 3, 2017",96,10388239,78758,30.3954579,-97.71944456,2,3,2017,,,2/3/2017
6355,Detour Domain,"11101 BURNET RD
AUSTIN, TX 78758
",93.3,"Tuesday, September 25, 2018",91,10388239,78758,30.3954579,-97.71944456,9,25,2018,,,9/25/2018
6356,Dev's Shell,"4001 MEDICAL PKWY
AUSTIN, TX 78756
",87.5,"Wednesday, July 19, 2017",91,2804118,78756,30.30863693,-97.74247012,7,19,2017,,,7/19/2017
6357,Dev's Shell,"4001 MEDICAL PKWY
AUSTIN, TX 78756
",87.5,"Friday, May 27, 2016",86,2804118,78756,30.30863693,-97.74247012,5,27,2016,,,5/27/2016
6358,Dev's Shell,"4001 MEDICAL PKWY
AUSTIN, TX 78756
",87.5,"Monday, November 23, 2015",95,2804118,78756,30.30863693,-97.74247012,11,23,2015,,,11/23/2015
6359,Dev's Shell,"4001 MEDICAL PKWY
AUSTIN, TX 78756
",87.5,"Tuesday, March 13, 2018",88,2804118,78756,30.30863693,-97.74247012,3,13,2018,,,3/13/2018
6360,Dev's Shell,"4001 MEDICAL PKWY
AUSTIN, TX 78756
",87.5,"Wednesday, January 4, 2017",82,2804118,78756,30.30863693,-97.74247012,1,4,2017,,,1/4/2017
6361,Dev's Shell,"4001 MEDICAL PKWY
AUSTIN, TX 78756
",87.5,"Tuesday, October 16, 2018",83,2804118,78756,30.30863693,-97.74247012,10,16,2018,,,10/16/2018
6362,DH Mini Mart,"2911 S 1ST ST
AUSTIN, TX 78704
",96.2,"Wednesday, May 30, 2018",92,10502790,78704,30.23577876,-97.76342619,5,30,2018,,,5/30/2018
6363,DH Mini Mart,"2911 S 1ST ST
AUSTIN, TX 78704
",96.2,"Thursday, May 5, 2016",95,10502790,78704,30.23577876,-97.76342619,5,5,2016,,,5/5/2016
6364,DH Mini Mart,"2911 S 1ST ST
AUSTIN, TX 78704
",96.2,"Thursday, December 14, 2017",98,10502790,78704,30.23577876,-97.76342619,12,14,2017,,,12/14/2017
6365,DH Mini Mart,"2911 S 1ST ST
AUSTIN, TX 78704
",96.2,"Wednesday, June 14, 2017",98,10502790,78704,30.23577876,-97.76342619,6,14,2017,,,6/14/2017
6366,DH Mini Mart,"2911 S 1ST ST
AUSTIN, TX 78704
",96.2,"Monday, November 21, 2016",98,10502790,78704,30.23577876,-97.76342619,11,21,2016,,,11/21/2016
6367,Diamond Food Mart,"5618 MANOR RD
AUSTIN, TX 78723
",91,"Thursday, March 23, 2017",90,10889719,78723,30.30446745,-97.68181489,3,23,2017,,,3/23/2017
6368,Diamond Food Mart,"5618 MANOR RD
AUSTIN, TX 78723
",91,"Thursday, January 28, 2016",81,10889719,78723,30.30446745,-97.68181489,1,28,2016,,,1/28/2016
6369,Diamond Food Mart,"5618 MANOR RD
AUSTIN, TX 78723
",91,"Monday, July 9, 2018",96,10889719,78723,30.30446745,-97.68181489,7,9,2018,,,7/9/2018
6370,Diamond Food Mart,"5618 MANOR RD
AUSTIN, TX 78723
",91,"Friday, March 2, 2018",93,10889719,78723,30.30446745,-97.68181489,3,2,2018,,,3/2/2018
6371,Diamond Food Mart,"5618 MANOR RD
AUSTIN, TX 78723
",91,"Friday, September 15, 2017",93,10889719,78723,30.30446745,-97.68181489,9,15,2017,,,9/15/2017
6372,Diamond Food Mart,"5618 MANOR RD
AUSTIN, TX 78723
",91,"Tuesday, September 13, 2016",93,10889719,78723,30.30446745,-97.68181489,9,13,2016,,,9/13/2016
6373,Dia's Market,"812 JUSTIN LN
AUSTIN, TX 78757
",85.3,"Tuesday, August 29, 2017",95,11388789,78757,30.33740338,-97.72040318,8,29,2017,,,8/29/2017
6374,Dia's Market,"812 JUSTIN LN
AUSTIN, TX 78757
",85.3,"Thursday, February 2, 2017",84,11388789,78757,30.33740338,-97.72040318,2,2,2017,,,2/2/2017
6375,Dia's Market,"812 JUSTIN LN
AUSTIN, TX 78757
",85.3,"Monday, March 19, 2018",81,11388789,78757,30.33740338,-97.72040318,3,19,2018,,,3/19/2018
6376,Dia's Market,"812 JUSTIN LN
AUSTIN, TX 78757
",85.3,"Monday, October 15, 2018",81,11388789,78757,30.33740338,-97.72040318,10,15,2018,,,10/15/2018
6377,Dilux,"401 ORCHARD ST
AUSTIN, TX 78703
",93.5,"Monday, January 30, 2017",92,10978903,78703,30.27146015,-97.75923815,1,30,2017,,,1/30/2017
6378,Dilux,"401 ORCHARD ST
AUSTIN, TX 78703
",93.5,"Monday, July 3, 2017",96,10978903,78703,30.27146015,-97.75923815,7,3,2017,,,7/3/2017
6379,Dilux,"401 ORCHARD ST
AUSTIN, TX 78703
",93.5,"Friday, February 9, 2018",96,10978903,78703,30.27146015,-97.75923815,2,9,2018,,,2/9/2018
6380,Dilux,"401 ORCHARD ST
AUSTIN, TX 78703
",93.5,"Thursday, August 9, 2018",90,10978903,78703,30.27146015,-97.75923815,8,9,2018,,,8/9/2018
6381,Dimassi's Mediterranean Buffet,"12636 RESEARCH BLVD
AUSTIN, TX 78759
",78.8,"Monday, November 20, 2017",74,10614307,78759,30.43071267,-97.76363485,11,20,2017,,,11/20/2017
6382,Dimassi's Mediterranean Buffet,"12636 RESEARCH BLVD
AUSTIN, TX 78759
",78.8,"Wednesday, March 23, 2016",77,10614307,78759,30.43071267,-97.76363485,3,23,2016,,,3/23/2016
6383,Dimassi's Mediterranean Buffet,"12636 RESEARCH BLVD
AUSTIN, TX 78759
",78.8,"Tuesday, April 11, 2017",87,10614307,78759,30.43071267,-97.76363485,4,11,2017,,,4/11/2017
6384,Dimassi's Mediterranean Buffet,"12636 RESEARCH BLVD
AUSTIN, TX 78759
",78.8,"Tuesday, October 4, 2016",79,10614307,78759,30.43071267,-97.76363485,10,4,2016,,,10/4/2016
6385,Dimassi's Mediterranean Buffet,"12636 RESEARCH BLVD
AUSTIN, TX 78759
",78.8,"Tuesday, August 21, 2018",77,10614307,78759,30.43071267,-97.76363485,8,21,2018,,,8/21/2018
6386,Din Ho Chinese BBQ,"8557 RESEARCH BLVD
AUSTIN, TX 78758
",78,"Thursday, December 3, 2015",80,2801257,78758,30.36097847,-97.71576511,12,3,2015,,,12/3/2015
6387,Din Ho Chinese BBQ,"8557 RESEARCH BLVD
AUSTIN, TX 78758
",78,"Monday, June 13, 2016",71,2801257,78758,30.36097847,-97.71576511,6,13,2016,,,6/13/2016
6388,Din Ho Chinese BBQ,"8557 RESEARCH BLVD
AUSTIN, TX 78758
",78,"Monday, March 5, 2018",70,2801257,78758,30.36097847,-97.71576511,3,5,2018,,,3/5/2018
6389,Din Ho Chinese BBQ,"8557 RESEARCH BLVD
AUSTIN, TX 78758
",78,"Tuesday, August 15, 2017",81,2801257,78758,30.36097847,-97.71576511,8,15,2017,,,8/15/2017
6390,Din Ho Chinese BBQ,"8557 RESEARCH BLVD
AUSTIN, TX 78758
",78,"Thursday, January 5, 2017",80,2801257,78758,30.36097847,-97.71576511,1,5,2017,,,1/5/2017
6391,Din Ho Chinese BBQ,"8557 RESEARCH BLVD
AUSTIN, TX 78758
",78,"Monday, October 15, 2018",86,2801257,78758,30.36097847,-97.71576511,10,15,2018,,,10/15/2018
6392,Dine by Design,"7113 BURNET RD
AUSTIN, TX 78757
",95.2,"Monday, January 30, 2017",100,2801555,78757,30.34746476,-97.73545601,1,30,2017,,,1/30/2017
6393,Dine by Design,"7113 BURNET RD
AUSTIN, TX 78757
",95.2,"Thursday, June 16, 2016",91,2801555,78757,30.34746476,-97.73545601,6,16,2016,,,6/16/2016
6394,Dine by Design,"7113 BURNET RD
AUSTIN, TX 78757
",95.2,"Friday, November 20, 2015",88,2801555,78757,30.34746476,-97.73545601,11,20,2015,,,11/20/2015
6395,Dine by Design,"7113 BURNET RD
AUSTIN, TX 78757
",95.2,"Thursday, September 28, 2017",100,2801555,78757,30.34746476,-97.73545601,9,28,2017,,,9/28/2017
6396,Dine by Design,"7113 BURNET RD
AUSTIN, TX 78757
",95.2,"Thursday, April 26, 2018",97,2801555,78757,30.34746476,-97.73545601,4,26,2018,,,4/26/2018
6397,Dirty Bill's,"511 RIO GRANDE ST
AUSTIN, TX 78701
",87.5,"Tuesday, October 17, 2017",88,10159030,78701,30.26962017,-97.74939889,10,17,2017,,,10/17/2017
6398,Dirty Bill's,"511 RIO GRANDE ST
AUSTIN, TX 78701
",87.5,"Tuesday, May 10, 2016",83,10159030,78701,30.26962017,-97.74939889,5,10,2016,,,5/10/2016
6399,Dirty Bill's,"511 RIO GRANDE ST
AUSTIN, TX 78701
",87.5,"Tuesday, July 17, 2018",93,10159030,78701,30.26962017,-97.74939889,7,17,2018,,,7/17/2018
6400,Dirty Bill's,"511 RIO GRANDE ST
AUSTIN, TX 78701
",87.5,"Tuesday, January 3, 2017",86,10159030,78701,30.26962017,-97.74939889,1,3,2017,,,1/3/2017
6401,Dirty Dog Bar,"505 E 6TH ST
AUSTIN, TX 78701
",86.3,"Thursday, June 22, 2017",85,2802268,78701,30.26646393,-97.73802536,6,22,2017,,,6/22/2017
6402,Dirty Dog Bar,"505 E 6TH ST
AUSTIN, TX 78701
",86.3,"Thursday, August 11, 2016",85,2802268,78701,30.26646393,-97.73802536,8,11,2016,,,8/11/2016
6403,Dirty Dog Bar,"505 E 6TH ST
AUSTIN, TX 78701
",86.3,"Wednesday, March 9, 2016",89,2802268,78701,30.26646393,-97.73802536,3,9,2016,,,3/9/2016
6404,Dirty Dog Bar,"505 E 6TH ST
AUSTIN, TX 78701
",86.3,"Thursday, April 12, 2018",89,2802268,78701,30.26646393,-97.73802536,4,12,2018,,,4/12/2018
6405,Dirty Dog Bar,"505 E 6TH ST
AUSTIN, TX 78701
",86.3,"Thursday, January 19, 2017",85,2802268,78701,30.26646393,-97.73802536,1,19,2017,,,1/19/2017
6406,Dirty Dog Bar,"505 E 6TH ST
AUSTIN, TX 78701
",86.3,"Wednesday, October 10, 2018",85,2802268,78701,30.26646393,-97.73802536,10,10,2018,,,10/10/2018
6407,Dirty Martin's Place,"2808 GUADALUPE ST
AUSTIN, TX 78705
",88.2,"Monday, March 19, 2018",81,2800362,78705,30.2938224,-97.74227671,3,19,2018,,,3/19/2018
6408,Dirty Martin's Place,"2808 GUADALUPE ST
AUSTIN, TX 78705
",88.2,"Tuesday, June 21, 2016",81,2800362,78705,30.2938224,-97.74227671,6,21,2016,,,6/21/2016
6409,Dirty Martin's Place,"2808 GUADALUPE ST
AUSTIN, TX 78705
",88.2,"Tuesday, January 17, 2017",95,2800362,78705,30.2938224,-97.74227671,1,17,2017,,,1/17/2017
6410,Dirty Martin's Place,"2808 GUADALUPE ST
AUSTIN, TX 78705
",88.2,"Friday, January 8, 2016",94,2800362,78705,30.2938224,-97.74227671,1,8,2016,,,1/8/2016
6411,Dirty Martin's Place,"2808 GUADALUPE ST
AUSTIN, TX 78705
",88.2,"Thursday, July 27, 2017",90,2800362,78705,30.2938224,-97.74227671,7,27,2017,,,7/27/2017
6412,Discover Food Mart,"7200 N IH
AUSTIN, TX 78752
",86.8,"Wednesday, June 20, 2018",84,2803508,78752,30.33337149,-97.70466763,6,20,2018,,,6/20/2018
6413,Discover Food Mart,"7200 N IH
AUSTIN, TX 78752
",86.8,"Wednesday, April 5, 2017",90,2803508,78752,30.33337149,-97.70466763,4,5,2017,,,4/5/2017
6414,Discover Food Mart,"7200 N IH
AUSTIN, TX 78752
",86.8,"Friday, September 9, 2016",93,2803508,78752,30.33337149,-97.70466763,9,9,2016,,,9/9/2016
6415,Discover Food Mart,"7200 N IH
AUSTIN, TX 78752
",86.8,"Tuesday, November 28, 2017",81,2803508,78752,30.33337149,-97.70466763,11,28,2017,,,11/28/2017
6416,Discover Food Mart,"7200 N IH
AUSTIN, TX 78752
",86.8,"Thursday, March 10, 2016",86,2803508,78752,30.33337149,-97.70466763,3,10,2016,,,3/10/2016
6417,DisFruta,"3504 BURLESON RD
AUSTIN, TX 78741
",97.5,"Wednesday, May 16, 2018",96,11653849,78741,30.21642013,-97.73483821,5,16,2018,,,5/16/2018
6418,DisFruta,"3504 BURLESON RD
AUSTIN, TX 78741
",97.5,"Thursday, October 12, 2017",99,11653849,78741,30.21642013,-97.73483821,10,12,2017,,,10/12/2017
6419,District,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
",93.6,"Wednesday, November 15, 2017",87,10978878,78749,30.201322,-97.87886436,11,15,2017,,,11/15/2017
6420,District,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
",93.6,"Friday, September 2, 2016",95,10978878,78749,30.201322,-97.87886436,9,2,2016,,,9/2/2016
6421,District,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
",93.6,"Thursday, June 21, 2018",91,10978878,78749,30.201322,-97.87886436,6,21,2018,,,6/21/2018
6422,District,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
",93.6,"Thursday, March 10, 2016",98,10978878,78749,30.201322,-97.87886436,3,10,2016,,,3/10/2016
6423,District,"5900 W SLAUGHTER LN
AUSTIN, TX 78749
",93.6,"Friday, March 3, 2017",97,10978878,78749,30.201322,-97.87886436,3,3,2017,,,3/3/2017
6424,Dive Bar,"1703 GUADALUPE ST
AUSTIN, TX 78701
",92.7,"Wednesday, July 12, 2017",95,10536675,78701,30.27986982,-97.74208403,7,12,2017,,,7/12/2017
6425,Dive Bar,"1703 GUADALUPE ST
AUSTIN, TX 78701
",92.7,"Monday, January 9, 2017",95,10536675,78701,30.27986982,-97.74208403,1,9,2017,,,1/9/2017
6426,Dive Bar,"1703 GUADALUPE ST
AUSTIN, TX 78701
",92.7,"Friday, January 15, 2016",92,10536675,78701,30.27986982,-97.74208403,1,15,2016,,,1/15/2016
6427,Dive Bar,"1703 GUADALUPE ST
AUSTIN, TX 78701
",92.7,"Tuesday, January 9, 2018",89,10536675,78701,30.27986982,-97.74208403,1,9,2018,,,1/9/2018
6428,Dive Bar,"1703 GUADALUPE ST
AUSTIN, TX 78701
",92.7,"Wednesday, July 20, 2016",90,10536675,78701,30.27986982,-97.74208403,7,20,2016,,,7/20/2016
6429,Dive Bar,"1703 GUADALUPE ST
AUSTIN, TX 78701
",92.7,"Wednesday, September 26, 2018",95,10536675,78701,30.27986982,-97.74208403,9,26,2018,,,9/26/2018
6430,DJ's Food & Gas Stop,"1135 AIRPORT BLVD
AUSTIN, TX 78702
",92,"Wednesday, June 27, 2018",94,10124657,78702,30.26954904,-97.69636254,6,27,2018,,,6/27/2018
6431,DJ's Food & Gas Stop,"1135 AIRPORT BLVD
AUSTIN, TX 78702
",92,"Friday, March 11, 2016",90,10124657,78702,30.26954904,-97.69636254,3,11,2016,,,3/11/2016
6432,DJ's Food & Gas Stop,"1135 AIRPORT BLVD
AUSTIN, TX 78702
",92,"Tuesday, February 7, 2017",95,10124657,78702,30.26954904,-97.69636254,2,7,2017,,,2/7/2017
6433,DJ's Food & Gas Stop,"1135 AIRPORT BLVD
AUSTIN, TX 78702
",92,"Wednesday, August 10, 2016",92,10124657,78702,30.26954904,-97.69636254,8,10,2016,,,8/10/2016
6434,DJ's Food & Gas Stop,"1135 AIRPORT BLVD
AUSTIN, TX 78702
",92,"Monday, January 22, 2018",92,10124657,78702,30.26954904,-97.69636254,1,22,2018,,,1/22/2018
6435,DJ's Food & Gas Stop,"1135 AIRPORT BLVD
AUSTIN, TX 78702
",92,"Tuesday, August 1, 2017",89,10124657,78702,30.26954904,-97.69636254,8,1,2017,,,8/1/2017
6436,DK Maria's Legendary Tex Mex,"1807 W SLAUGHTER LN
AUSTIN, TX 78748
",90,"Wednesday, June 20, 2018",90,11720066,78748,30.17265472,-97.82255531,6,20,2018,,,6/20/2018
6437,d'lites,"8127 MESA DR
AUSTIN, TX 78759
",94.4,"Thursday, July 5, 2018",82,11339373,78759,30.37319094,-97.75573532,7,5,2018,,,7/5/2018
6438,d'lites,"8127 MESA DR
AUSTIN, TX 78759
",94.4,"Thursday, October 13, 2016",98,11339373,78759,30.37319094,-97.75573532,10,13,2016,,,10/13/2016
6439,d'lites,"8127 MESA DR
AUSTIN, TX 78759
",94.4,"Monday, November 20, 2017",98,11339373,78759,30.37319094,-97.75573532,11,20,2017,,,11/20/2017
6440,d'lites,"8127 MESA DR
AUSTIN, TX 78759
",94.4,"Thursday, April 13, 2017",96,11339373,78759,30.37319094,-97.75573532,4,13,2017,,,4/13/2017
6441,d'lites,"8127 MESA DR
AUSTIN, TX 78759
",94.4,"Monday, April 11, 2016",98,11339373,78759,30.37319094,-97.75573532,4,11,2016,,,4/11/2016
6442,Dobie Center - UTA,"2021 GUADALUPE ST
AUSTIN, TX 78705
",87.4,"Monday, June 6, 2016",82,11390325,78705,30.283469,-97.74127747,6,6,2016,,,6/6/2016
6443,Dobie Center - UTA,"2021 GUADALUPE ST
AUSTIN, TX 78705
",87.4,"Thursday, August 2, 2018",90,11390325,78705,30.283469,-97.74127747,8,2,2018,,,8/2/2018
6444,Dobie Center - UTA,"2021 GUADALUPE ST
AUSTIN, TX 78705
",87.4,"Monday, November 21, 2016",91,11390325,78705,30.283469,-97.74127747,11,21,2016,,,11/21/2016
6445,Dobie Center - UTA,"2021 GUADALUPE ST
AUSTIN, TX 78705
",87.4,"Thursday, May 11, 2017",84,11390325,78705,30.283469,-97.74127747,5,11,2017,,,5/11/2017
6446,Dobie Center - UTA,"2021 GUADALUPE ST
AUSTIN, TX 78705
",87.4,"Tuesday, November 14, 2017",90,11390325,78705,30.283469,-97.74127747,11,14,2017,,,11/14/2017
6447,Dobie Jr High School,"1200 E RUNDBERG LN
AUSTIN, TX 78753
",97.2,"Thursday, August 31, 2017",98,2800114,78753,30.35410818,-97.68038793,8,31,2017,,,8/31/2017
